OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
108,Fox River,2016,427,101,29,11,20,32,9,62,0.6100000143,1,0.009999999776,71,30,37,31,82,80,77,82,61,39,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=106&goplace=go,2066926,8,-150.9159762,59.85351563
109,Fritz Creek,2016,1566,764,111,68,109,239,237,538,0.6999999881,46,0.05999999866,424,340,385,311,621,672,669,630,519,226,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=107&goplace=go,30384524,89,-151.2986599,59.7254375
110,Funny River,2016,755,329,48,26,45,93,117,278,0.8399999738,18,0.05000000075,143,186,166,133,268,299,287,261,221,100,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=108&goplace=go,16588148,50,-150.7622222,60.5019444
111,Gakona,2016,159,72,13,5,6,23,25,46,0.6399999857,11,0.150000006,33,39,34,25,56,64,60,58,45,22,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=109&goplace=go,2984650,10,-145.3018732,62.30189681
112,Galena,2016,384,269,51,18,32,90,78,97,0.3600000143,12,0.03999999911,131,138,112,80,214,229,228,214,175,92,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=110&goplace=go,9183425,27,-156.8771232,64.74265286
113,Gambell,2016,451,266,122,32,36,53,23,145,0.5500000119,3,0.009999999776,123,143,83,60,174,225,187,186,125,149,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=18&p=111&goplace=go,4103589,57,-171.7188264,63.77688454
114,Gateway,2016,4714,2850,347,201,317,767,1218,2310,0.8100000024,212,0.0700000003,1364,1486,1133,833,2469,2591,2564,2441,2134,897,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=113&goplace=go,149482016,295,-149.2399694,61.57408532
115,Glacier View,2016,211,80,19,12,14,14,21,54,0.6800000072,4,0.05000000075,37,43,40,32,57,62,67,70,47,25,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=114&goplace=go,2743435,8,-147.7260063,61.79346959
116,Glennallen,2016,365,222,38,25,28,71,60,180,0.8100000024,12,0.05000000075,106,116,103,75,173,194,189,177,143,81,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=115&goplace=go,8062093,27,-145.527782,62.11266845
117,Goldstream,2016,2531,1650,162,138,190,538,622,1077,0.6499999762,435,0.2599999905,808,842,702,546,1384,1535,1493,1361,1187,451,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=8&p=116&goplace=go,74100961,125,-147.8794672,64.9273104
118,Golovin,2016,120,99,23,12,10,39,15,32,0.3199999928,0,0,45,54,43,34,76,76,82,85,60,37,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=18&p=117&goplace=go,2563779,18,-163.0367115,64.54239095
119,Goodnews Bay,2016,187,105,40,16,20,22,7,65,0.6200000048,0,0,53,52,47,30,73,81,83,86,54,47,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=118&goplace=go,1739411,19,-161.5822568,59.11822517
120,Grayling,2016,121,92,42,17,14,15,4,48,0.5199999809,0,0,43,49,36,32,71,79,59,68,49,44,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=119&goplace=go,1097271,21,-160.0657281,62.90643891
121,Gulf Coast Economic Region,2016,59960,33964,4918,3026,4618,10700,10703,26886,0.7900000215,1847,0.05000000075,16237,17727,15156,11875,28310,30338,29861,27854,23559,10822,,1468630646,4831,,
122,Gulkana,2016,86,53,8,2,11,18,14,24,0.4499999881,4,0.07999999821,29,24,23,17,44,48,49,45,35,21,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=120&goplace=go,1736207,10,-145.371878,62.26858008
123,Gustavus,2016,411,167,37,31,37,39,23,119,0.7099999785,17,0.1000000015,96,71,94,81,107,148,142,129,84,63,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=10&p=121&goplace=go,4320966,50,-135.7390616,58.41334287
124,Haines Borough,2016,1907,964,156,131,160,329,188,712,0.7400000095,87,0.09000000358,494,470,498,401,739,867,846,772,598,338,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=9&p=0&goplace=go,29970326,161,-135.447947,59.2343054
125,Haines,2016,1409,740,120,97,133,251,139,555,0.75,56,0.07999999821,385,355,376,306,575,669,652,587,463,262,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=9&p=122&goplace=go,22499886,125,-135.447947,59.2343054
126,Halibut Cove,2016,35,7,2,0,1,1,3,7,1,0,0,4,3,4,4,3,6,7,6,3,4,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=123&goplace=go,426619,1,-151.2237875,59.59769795
127,Happy Valley,2016,500,199,33,25,41,59,41,165,0.8299999833,1,0.009999999776,103,96,115,92,150,180,171,148,117,67,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=124&goplace=go,6127536,51,-151.7380029,59.93501064
128,Harding-Birch Lakes,2016,149,61,4,7,7,19,24,46,0.75,9,0.150000006,22,39,44,40,51,51,53,56,45,15,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=8&p=125&goplace=go,2846900,10,-146.5992937,64.37150719
129,Healy,2016,830,505,84,43,58,122,198,401,0.7900000215,17,0.02999999933,228,277,221,172,368,464,431,390,303,144,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=6&p=126&goplace=go,23763422,87,-149.0058449,63.87038443
130,Hollis,2016,129,69,7,5,12,27,18,41,0.5899999738,8,0.1199999973,28,41,40,36,59,60,62,59,51,15,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=129&goplace=go,2478667,7,-132.6500231,55.4822323
131,Holy Cross,2016,141,87,29,14,9,25,10,37,0.4300000072,1,0.009999999776,45,42,27,21,60,67,70,71,47,48,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=130&goplace=go,1894381,19,-159.7718289,62.1984422
132,Homer,2016,4056,2005,333,202,303,659,508,1541,0.7699999809,80,0.03999999911,1071,934,897,732,1639,1791,1726,1590,1320,663,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=131&goplace=go,72467766,217,-151.5320066,59.64718757
133,Hoonah,2016,660,387,71,53,71,120,72,259,0.6700000167,9,0.01999999955,194,193,192,153,281,343,336,313,226,167,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=10&p=132&goplace=go,10942276,121,-135.4457083,58.10953807
134,Hoonah-Angoon Census Area,2016,1710,885,210,142,168,239,126,531,0.6000000238,41,0.05000000075,436,449,459,374,614,742,758,684,482,358,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=10&p=0&goplace=go,21604958,249,-135.1851,58.0764
135,Hooper Bay,2016,788,495,228,64,68,94,41,253,0.5099999905,26,0.05000000075,256,239,137,106,318,351,412,361,244,239,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=15&p=133&goplace=go,7679918,128,-166.0964332,61.53087969
136,Hope,2016,143,65,8,12,8,25,12,57,0.8799999952,3,0.05000000075,27,38,27,18,44,55,57,52,37,30,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=134&goplace=go,2280375,26,-149.622229,60.91793289
137,Houston,2016,1492,747,107,54,112,260,214,639,0.8600000143,39,0.05000000075,340,407,328,259,622,659,648,620,502,264,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=135&goplace=go,29196744,147,-149.8014267,61.6312394
138,Hughes,2016,68,55,18,9,16,11,1,19,0.349999994,0,0,24,31,20,16,44,52,44,45,34,31,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=136&goplace=go,780464,17,-154.2582191,66.04587278
139,Huslia,2016,204,134,51,13,25,33,12,49,0.3700000048,0,0,70,64,41,31,89,112,114,88,61,70,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=137&goplace=go,2420696,58,-156.3947017,65.70183545
140,Hydaburg,2016,262,144,29,22,30,48,15,68,0.4699999988,3,0.01999999955,71,73,63,48,104,127,126,110,75,64,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=138&goplace=go,3327871,43,-132.8235136,55.2059259
141,Hyder,2016,57,19,8,7,1,3,0,8,0.4199999869,8,0.4199999869,8,11,13,12,12,16,13,14,8,3,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=139&goplace=go,165082,10,-130.0255142,55.9157523
142,Igiugig,2016,39,33,13,2,2,11,5,9,0.2700000107,0,0,20,13,8,6,25,27,27,25,18,14,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=16&p=140&goplace=go,767074,2,-155.9035402,59.32534731
143,Iliamna,2016,126,94,19,10,17,25,23,49,0.5199999809,3,0.02999999933,45,49,32,26,73,81,77,82,58,58,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=16&p=141&goplace=go,2903886,12,-154.9061,59.7547
144,Interior Economic Region,2016,71188,42876,5787,3590,5296,13835,14370,32154,0.75,5154,0.1199999973,20791,22085,16940,13048,35851,38746,38043,35456,30090,14669,,1798051991,5227,,
145,Juneau City and Borough,2016,24297,15783,1700,1223,1775,5516,5569,9713,0.6200000048,3898,0.25,7891,7891,6642,5090,13775,14629,14076,13283,11639,4504,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=11&p=143&goplace=go,668784603,1273,-134.4066397,58.29983971
146,Kachemak,2016,395,192,33,13,34,49,63,147,0.7699999809,11,0.05999999866,99,93,95,77,152,176,168,154,127,55,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=144&goplace=go,7798051,26,-151.4527343,59.66696928
147,Kake,2016,405,215,46,26,37,71,35,120,0.5600000024,4,0.01999999955,106,109,103,75,162,184,183,185,135,87,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=145&goplace=go,5592087,68,-133.9447988,56.97444988
148,Kaktovik,2016,177,125,17,7,22,43,36,33,0.2599999905,0,0,60,65,46,32,101,110,110,105,85,53,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=19&p=146&goplace=go,4549472,12,-143.6128541,70.12661247
149,Kalifornsky,2016,6341,3852,474,301,428,1093,1556,3156,0.8199999928,209,0.05000000075,1719,2133,1588,1199,3336,3492,3446,3285,2846,1157,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=147&goplace=go,205964833,496,-151.1425755,60.48664142
150,Kaltag,2016,134,86,27,12,15,17,15,43,0.5,0,0,40,46,35,25,66,71,74,66,52,42,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=148&goplace=go,2110798,27,-158.724932,64.32656393
151,Karluk,2016,25,17,5,2,2,4,4,3,0.1800000072,0,0,7,10,6,3,13,14,15,14,10,7,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=14&p=149&goplace=go,453252,2,-154.4366825,57.56248915
152,Kasaan,2016,40,29,2,5,5,6,11,6,0.2099999934,2,0.0700000003,12,17,16,14,27,26,27,28,25,9,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=150&goplace=go,1258107,2,-132.4039292,55.53962256
153,Kasigluk,2016,383,239,96,33,43,50,17,37,0.150000006,0,0,118,121,77,55,167,183,174,179,121,112,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=151&goplace=go,3740450,78,-162.5194696,60.89457329
154,Kasilof,2016,467,242,32,18,36,77,79,187,0.7699999809,22,0.09000000358,127,115,137,107,197,218,217,210,174,68,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=152&goplace=go,10380723,35,-151.2568467,60.32493784
155,Kenai,2016,5515,3459,458,312,488,1126,1075,2836,0.8199999928,162,0.05000000075,1664,1795,1317,1014,2965,3098,3062,2858,2454,1142,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=153&goplace=go,153050382,518,-151.2488059,60.5590139
156,Kenai Peninsula Borough,2016,43556,23825,3386,2138,3217,7241,7843,19042,0.8000000119,1283,0.05000000075,11381,12444,10457,8219,19968,21289,20966,19594,16583,7530,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=0&goplace=go,1074509866,3353,-151.0713468,60.48954041
157,Kenny Lake,2016,280,113,30,11,16,19,37,73,0.6499999762,11,0.1000000015,57,56,61,47,80,98,89,78,59,37,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=154&goplace=go,4383802,26,-144.947406,61.7374181
158,Ketchikan,2016,5805,3720,500,349,520,1462,889,2786,0.75,352,0.09000000358,1902,1818,1637,1311,3100,3377,3346,3092,2638,1125,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=13&p=155&goplace=go,128540998,482,-131.6480233,55.34243333
159,Ketchikan Gateway Borough,2016,9986,6212,851,547,787,2245,1782,4453,0.7200000286,615,0.1000000015,3134,3078,2870,2252,5147,5654,5582,5185,4421,1777,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=13&p=0&goplace=go,234886971,704,-131.6673271,55.34917249
160,Kiana,2016,292,183,69,17,26,39,32,89,0.4900000095,5,0.02999999933,90,93,58,44,121,130,148,138,90,91,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=20&p=156&goplace=go,4727609,71,-160.4373192,66.97420282
161,King Cove,2016,336,197,41,17,29,63,47,109,0.5500000119,0,0,112,85,89,71,169,163,156,154,125,70,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=1&p=157&goplace=go,6107130,36,-162.3112663,55.05950824
162,King Salmon,2016,276,168,18,16,21,39,74,114,0.6800000072,17,0.1000000015,79,89,74,55,137,152,149,141,116,49,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=5&p=158&goplace=go,7469611,15,-156.6676467,58.68137127
163,Kipnuk,2016,469,302,139,38,44,58,23,195,0.6499999762,2,0.009999999776,140,162,107,79,182,235,251,203,135,129,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=159&goplace=go,4491299,62,-164.0379401,59.9363864
164,Kivalina,2016,260,161,53,26,24,39,19,75,0.4699999988,0,0,73,88,50,37,115,126,145,130,93,91,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=20&p=160&goplace=go,3257221,45,-164.5399655,67.72738683
165,Klawock,2016,665,407,65,49,62,164,67,294,0.7200000286,8,0.01999999955,188,219,170,126,328,347,371,348,280,152,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=22&p=161&goplace=go,11803894,87,-133.0960345,55.55450419
166,Klukwan,2016,79,48,12,5,14,15,2,22,0.4600000083,2,0.03999999911,23,25,19,17,35,45,43,39,30,17,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=10&p=162&goplace=go,908822,10,-135.8958758,59.40043417
167,Knik River,2016,528,311,42,23,38,105,103,239,0.7699999809,37,0.1199999973,142,169,159,120,264,275,275,267,223,100,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=163&goplace=go,12769264,38,-148.9409266,61.49712115
168,Knik-Fairview,2016,11620,6952,792,516,773,2087,2785,5799,0.8299999833,485,0.0700000003,3181,3771,2486,1817,5947,6265,6205,5991,5096,2266,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=164&goplace=go,339918396,966,-149.6208307,61.51685582
169,Kobuk,2016,93,71,31,6,10,18,6,18,0.25,0,0,31,40,20,15,47,52,60,46,31,47,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=20&p=165&goplace=go,1231120,15,-156.8823728,66.90770092
170,Kodiak,2016,4625,3152,374,232,509,1455,582,2757,0.8700000048,110,0.02999999933,1515,1637,1473,1150,2811,2862,2865,2691,2426,990,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=14&p=166&goplace=go,100301322,577,-152.3974812,57.79300136
171,Kodiak Island Borough,2016,9319,5760,807,499,834,2239,1382,4614,0.8000000119,281,0.05000000075,2810,2950,2633,2066,4939,5126,5098,4830,4192,1854,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=14&p=0&goplace=go,202596195,825,-152.3977209,57.79316662
172,Kodiak Station,2016,301,89,16,11,16,30,16,61,0.6899999976,6,0.0700000003,72,17,14,9,77,77,65,60,49,22,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=14&p=167&goplace=go,2596107,3,-152.5037,57.7381
173,Kokhanok,2016,102,84,43,10,13,12,6,15,0.1800000072,0,0,42,42,38,33,70,67,49,69,44,46,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=16&p=168&goplace=go,1136512,9,-154.7491854,59.44000574
174,Koliganek,2016,139,94,23,9,17,33,12,51,0.5400000215,0,0,48,46,37,27,78,81,79,66,57,49,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=7&p=169&goplace=go,2293312,33,-157.2856959,59.72640737
175,Kongiganak,2016,316,236,112,21,43,50,10,147,0.6200000048,1,0,91,145,77,59,173,171,182,171,118,96,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=170&goplace=go,3056230,48,-162.8870639,59.95943874
176,Kotlik,2016,427,292,109,34,64,73,12,141,0.4799999893,5,0.01999999955,138,154,85,59,216,232,231,215,144,173,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=15&p=171&goplace=go,4342409,104,-163.5565366,63.03311399
177,Kotzebue,2016,2072,1392,211,113,135,331,602,1004,0.7200000286,64,0.05000000075,710,682,489,374,1127,1191,1209,1122,906,487,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=20&p=172&goplace=go,65408611,190,-162.5929893,66.89667542
178,Koyuk,2016,204,151,57,24,28,28,14,57,0.3799999952,0,0,77,74,52,37,110,115,126,119,79,92,http://live.laborstats.alaska.gov/alari/index.cfm?r=4&b=18&p=173&goplace=go,2515875,33,-161.1648736,64.93066131
179,Koyukuk,2016,74,57,23,7,11,12,4,15,0.2599999905,0,0,27,30,30,25,44,52,44,40,34,29,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=174&goplace=go,928111,8,-157.7027018,64.88178878
180,Kupreanof,2016,17,6,2,1,1,1,1,3,0.5,1,0.1700000018,2,4,4,3,5,5,3,2,2,1,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=21&p=175&goplace=go,130929,1,-132.9777041,56.81669536
181,Kusilvak Census Area,2016,5347,3557,1396,490,621,778,272,1846,0.5199999809,77,0.01999999955,1711,1846,1059,731,2411,2760,2968,2550,1797,1744,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=15&p=0&goplace=go,58581784,1047,-163.1909,62.2831
182,Kwethluk,2016,536,287,92,42,47,76,30,84,0.2899999917,5,0.01999999955,128,159,103,77,203,237,233,216,157,131,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=176&goplace=go,5483960,80,-161.4375467,60.81122837
183,Kwigillingok,2016,273,182,73,24,30,41,14,100,0.5500000119,2,0.009999999776,73,109,57,45,140,159,153,142,107,86,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=177&goplace=go,2922400,41,-163.1576184,59.87709667
184,Lake and Peninsula Borough,2016,1169,816,251,105,142,200,118,312,0.3799999952,7,0.009999999776,394,422,297,251,609,680,632,654,453,408,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=16&p=0&goplace=go,18296974,142,-156.6676467,58.68137127
185,Lake Louise,2016,39,7,4,0,0,0,3,7,1,0,0,3,4,6,4,3,5,7,6,3,1,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=178&goplace=go,339608,0,-146.5882565,62.29986189
186,Lakes,2016,6781,3933,479,288,510,1112,1545,3203,0.8100000024,255,0.05999999866,1799,2134,1603,1200,3389,3547,3523,3342,2898,1212,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=180&goplace=go,192724762,454,-149.2964457,61.59111994
187,Larsen Bay,2016,61,35,8,6,4,13,4,8,0.2300000042,0,0,14,21,14,14,30,30,27,28,20,16,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=14&p=181&goplace=go,826777,2,-153.9814353,57.53706833
188,Lazy Mountain,2016,1162,587,85,54,69,186,193,432,0.7400000095,58,0.1000000015,266,321,248,199,473,522,524,485,413,191,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=182&goplace=go,25479872,52,-149.0459984,61.62833023
189,Levelock,2016,62,49,14,11,10,13,1,21,0.4300000072,0,0,20,29,13,10,30,35,40,38,23,26,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=16&p=183&goplace=go,737190,12,-156.8575019,59.11246319
190,Lime Village,2016,21,13,8,2,1,2,0,6,0.4600000083,1,0.07999999821,6,7,6,5,9,9,8,7,4,3,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=184&goplace=go,109888,0,-155.4370226,61.35538888
191,Livengood,2016,30,9,2,0,0,3,4,7,0.7799999714,2,0.2199999988,2,7,6,5,6,8,7,7,6,7,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=185&goplace=go,443618,6,-148.5485005,65.52281398
192,Lowell Point,2016,36,22,1,0,9,6,6,21,0.9499999881,1,0.05000000075,10,12,12,12,16,20,22,19,15,7,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=12&p=187&goplace=go,808083,3,-149.4411111,60.0725
193,Lower Kalskag,2016,184,115,48,14,30,18,5,20,0.1700000018,1,0.009999999776,56,59,44,31,84,86,92,93,65,67,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=188&goplace=go,1378217,39,-160.3644017,61.51236297
194,Lutak,2016,42,17,4,2,4,6,1,10,0.5899999738,3,0.1800000072,6,11,7,7,13,15,13,12,8,6,http://live.laborstats.alaska.gov/alari/index.cfm?r=5&b=9&p=189&goplace=go,360342,4,-135.5462038,59.31301367
195,Manley Hot Springs,2016,117,55,17,5,9,10,14,31,0.5600000024,3,0.05000000075,21,34,36,32,33,44,43,40,24,25,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=190&goplace=go,1598304,11,-150.6371652,64.99588683
196,Manokotak,2016,344,226,103,34,43,32,14,92,0.4099999964,2,0.009999999776,119,107,75,51,161,194,174,176,123,102,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=7&p=191&goplace=go,2790111,66,-159.05493,58.97954187
197,Marshall,2016,305,193,74,25,38,40,16,50,0.2599999905,3,0.01999999955,96,97,65,49,148,150,158,153,110,105,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=15&p=192&goplace=go,3230605,52,-162.0881695,61.88144143
198,Matanuska-Susitna Borough,2016,70352,39859,5166,3107,4998,12006,14584,32829,0.8199999928,2588,0.05999999866,18425,21434,15643,11714,33809,35621,35484,33822,28699,13077,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=0&goplace=go,1825973854,5402,-149.1083689,61.59971127
199,McCarthy,2016,72,38,7,6,13,7,5,34,0.8899999857,3,0.07999999821,16,22,19,16,26,33,23,20,9,19,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=193&goplace=go,834608,24,-142.9237002,61.43287967
200,McGrath,2016,232,160,40,13,22,39,46,79,0.4900000095,22,0.1400000006,81,79,77,62,117,142,134,116,93,68,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=29&p=194&goplace=go,5336270,29,-155.5883531,62.95014085
201,McKinley Park,2016,193,88,12,8,12,34,22,77,0.8799999952,2,0.01999999955,43,45,40,30,58,80,76,65,48,28,http://live.laborstats.alaska.gov/alari/index.cfm?r=3&b=6&p=195&goplace=go,3149702,31,-148.9168668,63.73232007
202,Meadow Lakes,2016,6039,3329,424,256,459,1049,1141,2874,0.8600000143,178,0.05000000075,1499,1830,1264,933,2823,2955,2944,2814,2372,1159,http://live.laborstats.alaska.gov/alari/index.cfm?r=1&b=17&p=196&goplace=go,147259372,525,-149.6035519,61.62425754
203,Mekoryuk,2016,158,111,36,15,24,25,11,52,0.4699999988,0,0,45,66,60,50,97,91,81,79,61,57,http://live.laborstats.alaska.gov/alari/index.cfm?r=6&b=4&p=197&goplace=go,1981928,29,-166.1928612,60.38649408
204,Mendeltna,2016,40,20,2,1,7,2,8,16,0.8000000119,4,0.200000003,5,15,13,12,13,17,19,19,13,4,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=198&goplace=go,997987,3,-146.5383,62.0494
205,Mentasta Lake,2016,102,52,13,8,12,15,4,25,0.4799999893,3,0.05999999866,24,28,25,19,36,43,43,37,26,20,http://live.laborstats.alaska.gov/alari/index.cfm?r=2&b=26&p=199&goplace=go,1064985,21,-143.7975818,62.92939878
